O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",14014,Make templates or cutting tools.,Supplemental,56.0,08/2023,Incumbent
51-4041.00,Machinists,3115,"Support metalworking projects from planning and fabrication through assembly, inspection, and testing, using knowledge of machine functions, metal properties, and mathematics.",Supplemental,82.0,08/2020,Incumbent
51-4041.00,Machinists,3107,Install repaired parts into equipment or install new equipment.,Supplemental,79.0,08/2020,Incumbent
51-4041.00,Machinists,3113,"Dismantle machines or equipment, using hand tools or power tools to examine parts for defects and replace defective parts where needed.",Supplemental,81.0,08/2020,Incumbent
51-4041.00,Machinists,3123,"Test experimental models under simulated operating conditions, for purposes such as development, standardization, or feasibility of design.",Supplemental,80.0,08/2020,Incumbent
51-4041.00,Machinists,3122,"Set up or operate metalworking, brazing, heat-treating, welding, or cutting equipment.",Supplemental,81.0,08/2020,Incumbent
51-4041.00,Machinists,3120,Prepare working sketches for the illustration of product appearance.,Supplemental,79.0,08/2020,Incumbent
51-4041.00,Machinists,3114,"Establish work procedures for fabricating new structural products, using a variety of metalworking machines.",Supplemental,82.0,08/2020,Incumbent
51-4041.00,Machinists,3121,"Install experimental parts or assemblies, such as hydraulic systems, electrical wiring, lubricants, or batteries into machines or mechanisms.",Supplemental,82.0,08/2020,Incumbent
51-4041.00,Machinists,3109,Advise clients about the materials being used for finished products.,Supplemental,80.0,08/2020,Incumbent
51-4051.00,Metal-Refining Furnace Operators and Tenders,10171,"Prepare material to load into furnaces, including cleaning, crushing, or applying chemicals, by using crushing machines, shovels, rakes, or sprayers.",Supplemental,64.0,08/2018,Incumbent
51-4051.00,Metal-Refining Furnace Operators and Tenders,10167,"Remove impurities from the surface of molten metal, using strainers.",Supplemental,64.0,08/2018,Incumbent
51-4051.00,Metal-Refining Furnace Operators and Tenders,10166,"Observe operations inside furnaces, using television screens, to ensure that problems do not occur.",Supplemental,63.0,08/2018,Incumbent
51-4051.00,Metal-Refining Furnace Operators and Tenders,10169,Sprinkle chemicals over molten metal to bring impurities to the surface.,Supplemental,63.0,08/2018,Incumbent
51-4051.00,Metal-Refining Furnace Operators and Tenders,10170,Direct work crews in the cleaning and repair of furnace walls and flooring.,Supplemental,63.0,08/2018,Incumbent
51-4051.00,Metal-Refining Furnace Operators and Tenders,10172,"Scrape accumulations of metal oxides from floors, molds, and crucibles, and sift and store them for reclamation.",Supplemental,64.0,08/2018,Incumbent
51-4052.00,"Pourers and Casters, Metal",12017,"Assemble and embed cores in casting frames, using hand tools and equipment.",Supplemental,63.0,08/2024,Incumbent
51-4052.00,"Pourers and Casters, Metal",12012,"Turn valves to circulate water through cores, or spray water on filled molds to cool and solidify metal.",Supplemental,62.0,08/2024,Incumbent
51-4052.00,"Pourers and Casters, Metal",12014,Pull levers to lift ladle stoppers and to allow molten steel to flow into ingot molds to specified heights.,Supplemental,62.0,08/2024,Incumbent
51-4052.00,"Pourers and Casters, Metal",12018,"Remove metal ingots or cores from molds, using hand tools, cranes, and chain hoists.",Supplemental,63.0,08/2024,Incumbent
51-4052.00,"Pourers and Casters, Metal",12021,"Repair and maintain metal forms and equipment, using hand tools, sledges, and bars.",Supplemental,61.0,08/2024,Incumbent
51-4052.00,"Pourers and Casters, Metal",12013,Add metal to molds to compensate for shrinkage.,Supplemental,63.0,08/2024,Incumbent
51-4052.00,"Pourers and Casters, Metal",12020,"Stencil identifying information on ingots and pigs, using special hand tools.",Supplemental,56.0,08/2024,Incumbent
51-4061.00,"Model Makers, Metal and Plastic",20925,Use computer-aided design (CAD) and computer-aided manufacturing (CAM) software or hardware to fabricate model parts.,Supplemental,54.0,08/2025,Incumbent
51-4061.00,"Model Makers, Metal and Plastic",12033,"Assemble mechanical, electrical, and electronic components into models or prototypes, using hand tools, power tools, and fabricating machines.",Supplemental,54.0,08/2025,Incumbent
51-4061.00,"Model Makers, Metal and Plastic",12035,Wire and solder electrical and electronic connections and components.,Supplemental,54.0,08/2025,Incumbent
51-4062.00,"Patternmakers, Metal and Plastic",12039,Program computerized numerical control machine tools.,Supplemental,71.0,07/2017,Incumbent
51-4062.00,"Patternmakers, Metal and Plastic",21025,"Create computer models of patterns or parts, using modeling software.",Supplemental,71.0,07/2017,Incumbent
51-4062.00,"Patternmakers, Metal and Plastic",12040,"Design and create templates, patterns, or coreboxes according to work orders, sample parts, or mockups.",Supplemental,71.0,07/2017,Incumbent
51-4062.00,"Patternmakers, Metal and Plastic",12043,"Lay out and draw or scribe patterns onto material, using compasses, protractors, rulers, scribes, or other instruments.",Supplemental,71.0,07/2017,Incumbent
51-4062.00,"Patternmakers, Metal and Plastic",12049,Paint or lacquer patterns.,Supplemental,70.0,07/2017,Incumbent
51-4062.00,"Patternmakers, Metal and Plastic",12047,"Select pattern materials such as wood, resin, and fiberglass.",Supplemental,71.0,07/2017,Incumbent
51-4062.00,"Patternmakers, Metal and Plastic",12048,Apply plastic-impregnated fabrics or coats of sealing wax or lacquer to patterns used to produce plastic.,Supplemental,71.0,07/2017,Incumbent
51-4071.00,Foundry Mold and Coremakers,12056,Tend machines that bond cope and drag together to form completed shell molds.,Supplemental,66.0,08/2023,Incumbent
51-4071.00,Foundry Mold and Coremakers,12061,Rotate sweep boards around spindles to make symmetrical molds for convex impressions.,Supplemental,66.0,08/2023,Incumbent
51-4071.00,Foundry Mold and Coremakers,12060,"Pour molten metal into molds, manually or with crane ladles.",Supplemental,67.0,08/2023,Incumbent
51-4071.00,Foundry Mold and Coremakers,12062,"Operate ovens or furnaces to bake cores or to melt, skim, and flux metal.",Supplemental,67.0,08/2023,Incumbent
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",10194,Operate hoists to position dies or patterns on foundry floors.,Supplemental,100.0,07/2016,Incumbent
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",10181,Cool products after processing to prevent distortion.,Supplemental,102.0,07/2016,Incumbent
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",10182,"Install dies onto machines or presses and coat dies with parting agents, according to work order specifications.",Supplemental,101.0,07/2016,Incumbent
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",10191,"Unload finished products from conveyor belts, pack them in containers, and place containers in warehouses.",Supplemental,101.0,07/2016,Incumbent
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",10178,"Remove finished or cured products from dies or molds, using hand tools, air hoses, and other equipment, stamping identifying information on products when necessary.",Supplemental,102.0,07/2016,Incumbent
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",10196,"Obtain and move specified patterns to work stations, manually or using hoists, and secure patterns to machines, using wrenches.",Supplemental,101.0,07/2016,Incumbent
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",10203,"Select and install blades, tools, or other attachments for each operation.",Supplemental,99.0,07/2016,Incumbent
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",10198,"Repair or replace damaged molds, pipes, belts, chains, or other equipment, using hand tools, hand-powered presses, or jib cranes.",Supplemental,102.0,07/2016,Incumbent
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",10189,"Inventory and record quantities of materials and finished products, requisitioning additional supplies as necessary.",Supplemental,102.0,07/2016,Incumbent
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",10200,"Select coolants and lubricants, and start their flow.",Supplemental,102.0,07/2016,Incumbent
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",10187,"Adjust equipment and workpiece holding fixtures, such as mold frames, tubs, and cutting tables, to ensure proper functioning.",Supplemental,100.0,07/2016,Incumbent
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",10199,Maintain inventories of materials.,Supplemental,100.0,07/2016,Incumbent
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",10176,"Position and secure workpieces on machines, and start feeding mechanisms.",Supplemental,101.0,07/2016,Incumbent
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",10180,"Trim excess material from parts, using knives, and grind scrap plastic into powder for reuse.",Supplemental,101.0,07/2016,Incumbent
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",10183,"Mix and measure compounds, or weigh premixed compounds, and dump them into machine tubs, cavities, or molds.",Supplemental,100.0,07/2016,Incumbent
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",10185,"Spray, smoke, or coat molds with compounds to lubricate or insulate molds, using acetylene torches or sprayers.",Supplemental,99.0,07/2016,Incumbent
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",10193,"Preheat tools, dies, plastic materials, or patterns, using blowtorches or other equipment.",Supplemental,99.0,07/2016,Incumbent
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",10190,"Pour or load metal or sand into melting pots, furnaces, molds, or hoppers, using shovels, ladles, or machines.",Supplemental,102.0,07/2016,Incumbent
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",10179,"Skim or pour dross, slag, or impurities from molten metal, using ladles, rakes, hoes, spatulas, or spoons.",Supplemental,100.0,07/2016,Incumbent
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",10225,"Measure and mark reference points and cutting lines on workpieces, using traced templates, compasses, and rules.",Supplemental,51.0,08/2021,Incumbent
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",23937,Write programs for computer numerical control (CNC) machines to cut metal and plastic materials.,Supplemental,50.0,08/2021,Incumbent
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",10224,Align layout marks with dies or blades.,Supplemental,51.0,08/2021,Incumbent
51-4111.00,Tool and Die Makers,8504,"Develop and design new tools and dies, using computer-aided design software.",Supplemental,54.0,08/2021,Incumbent
51-4111.00,Tool and Die Makers,8505,"Set pyrometer controls of heat-treating furnaces and feed or place parts, tools, or assemblies into furnaces to harden.",Supplemental,54.0,08/2021,Incumbent
51-4121.00,"Welders, Cutters, Solderers, and Brazers",23605,"Check grooves, angles, or gap allowances, using micrometers, calipers, and precision measuring instruments.",Supplemental,63.0,08/2022,Incumbent
51-4121.00,"Welders, Cutters, Solderers, and Brazers",23609,"Melt and apply solder to fill holes, indentations, or seams of fabricated metal products, using soldering equipment.",Supplemental,61.0,08/2022,Incumbent
51-4121.00,"Welders, Cutters, Solderers, and Brazers",23588,"Ignite torches or start power supplies and strike arcs by touching electrodes to metals being welded, completing electrical circuits.",Supplemental,63.0,08/2022,Incumbent
51-4121.00,"Welders, Cutters, Solderers, and Brazers",23598,"Guide and direct flames or electrodes on or across workpieces to straighten, bend, melt, or build up metal.",Supplemental,64.0,08/2022,Incumbent
51-4121.00,"Welders, Cutters, Solderers, and Brazers",23610,Use fire suppression methods in industrial emergencies.,Supplemental,64.0,08/2022,Incumbent
51-4121.00,"Welders, Cutters, Solderers, and Brazers",23595,"Preheat workpieces prior to welding or bending, using torches or heating furnaces.",Supplemental,65.0,08/2022,Incumbent
51-4121.00,"Welders, Cutters, Solderers, and Brazers",23607,Set up and use ladders and scaffolding as necessary to complete work.,Supplemental,64.0,08/2022,Incumbent
51-4121.00,"Welders, Cutters, Solderers, and Brazers",23606,"Operate metal shaping, straightening, and bending machines, such as brakes and shears.",Supplemental,64.0,08/2022,Incumbent
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",10291,Add chemicals or materials to workpieces or machines to facilitate bonding or to cool workpieces.,Supplemental,61.0,08/2024,Incumbent
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",10287,Tend auxiliary equipment used in welding processes.,Supplemental,62.0,08/2024,Incumbent
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",10283,"Compute and record settings for new work, applying knowledge of metal properties, principles of welding, and shop mathematics.",Supplemental,59.0,08/2024,Incumbent
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",10293,Anneal finished workpieces to relieve internal stress.,Supplemental,60.0,08/2024,Incumbent
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",10268,Load or feed workpieces into welding machines to join or bond components.,Supplemental,61.0,08/2024,Incumbent
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",10289,Fill hoppers and position spouts to direct flow of flux or manually brush flux onto seams of workpieces.,Supplemental,62.0,08/2024,Incumbent
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",10273,"Start, monitor, and adjust robotic welding production lines.",Supplemental,62.0,08/2024,Incumbent
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",10278,"Dress electrodes, using tip dressers, files, emery cloths, or dressing wheels.",Supplemental,60.0,08/2024,Incumbent
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",10294,Immerse completed workpieces into water or acid baths to cool and clean components.,Supplemental,61.0,08/2024,Incumbent
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",12095,"Determine flame temperatures, current frequencies, heating cycles, and induction heating coils needed, based on degree of hardness required and properties of stock to be treated.",Supplemental,68.0,07/2016,Incumbent
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",12090,"Determine types and temperatures of baths and quenching media needed to attain specified part hardness, toughness, and ductility, using heat-treating charts and knowledge of methods, equipment, and metals.",Supplemental,67.0,07/2016,Incumbent
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",12104,"Examine parts to ensure metal shades and colors conform to specifications, using knowledge of metal heat-treating.",Supplemental,70.0,07/2016,Incumbent
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",12112,Set and adjust speeds of reels and conveyors for prescribed time cycles to pass parts through continuous furnaces.,Supplemental,69.0,07/2016,Incumbent
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",12096,"Load parts into containers and place containers on conveyors to be inserted into furnaces, or insert parts into furnaces.",Supplemental,69.0,07/2016,Incumbent
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",12102,"Test parts for hardness, using hardness testing equipment, or by examining and feeling samples.",Supplemental,70.0,07/2016,Incumbent
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",12101,Signal forklift operators to deposit or extract containers of parts into and from furnaces and quenching rinse tanks.,Supplemental,69.0,07/2016,Incumbent
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",12097,"Mount workpieces in fixtures, on arbors, or between centers of machines.",Supplemental,68.0,07/2016,Incumbent
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",12100,Reduce heat when processing is complete to allow parts to cool in furnaces or machinery.,Supplemental,70.0,07/2016,Incumbent
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",12113,"Mount fixtures and industrial coils on machines, using hand tools.",Supplemental,68.0,07/2016,Incumbent
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",12108,"Heat billets, bars, plates, rods, and other stock to specified temperatures preparatory to forging, rolling, or processing, using oil, gas, or electrical furnaces.",Supplemental,69.0,07/2016,Incumbent
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",12092,"Position stock in furnaces, using tongs, chain hoists, or pry bars.",Supplemental,70.0,07/2016,Incumbent
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",12106,"Repair, replace, and maintain furnace equipment as needed, using hand tools.",Supplemental,70.0,07/2016,Incumbent
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",12109,"Clean oxides and scales from parts or fittings, using steam sprays or chemical and water baths.",Supplemental,68.0,07/2016,Incumbent
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",12111,"Stamp heat-treatment identification marks on parts, using hammers and punches.",Supplemental,69.0,07/2016,Incumbent
51-4192.00,"Layout Workers, Metal and Plastic",10307,"Install doors, hatches, brackets, and clips.",Supplemental,63.0,08/2018,Incumbent
51-4192.00,"Layout Workers, Metal and Plastic",10305,Brace parts in position within hulls or ships for riveting or welding.,Supplemental,63.0,08/2018,Incumbent
51-4192.00,"Layout Workers, Metal and Plastic",10303,Inspect machined parts to verify conformance to specifications.,Supplemental,61.0,08/2018,Incumbent
51-4192.00,"Layout Workers, Metal and Plastic",10306,Add dimensional details to blueprints or drawings made by other workers.,Supplemental,62.0,08/2018,Incumbent
51-4192.00,"Layout Workers, Metal and Plastic",10308,"Apply pigment to layout surfaces, using paint brushes.",Supplemental,61.0,08/2018,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10323,"Determine sizes and compositions of objects to be plated, and amounts of electrical current and time required.",Supplemental,81.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10314,Test machinery to ensure that it is operating properly.,Supplemental,83.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10329,"Measure or weigh materials, using rulers, calculators, and scales.",Supplemental,81.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10331,"Measure, mark, and mask areas to be excluded from plating.",Supplemental,83.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10310,"Immerse objects to be coated or plated into cleaning solutions, or spray objects with conductive solutions to prepare them for plating.",Supplemental,84.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10335,Read production schedules to determine setups of equipment and machines.,Supplemental,83.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10330,"Suspend objects, such as parts or molds from cathode rods, or negative terminals, and immerse objects in plating solutions.",Supplemental,80.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10324,"Suspend sticks or pieces of plating metal from anodes, or positive terminals, and immerse metal in plating solutions.",Supplemental,84.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10317,Adjust controls to set temperatures of coating substances and speeds of machines and equipment.,Supplemental,84.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10325,"Monitor and measure thicknesses of electroplating on component parts to verify conformance to specifications, using micrometers.",Supplemental,84.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10315,Operate hoists to place workpieces onto machine feed carriages or spindles.,Supplemental,84.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10313,"Position and feed materials into processing machines, by hand or by using automated equipment.",Supplemental,81.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10337,"Position objects to be plated in frames, or suspend them from positive or negative terminals of power supplies.",Supplemental,84.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10345,Operate sandblasting equipment to roughen and clean surfaces of workpieces.,Supplemental,81.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10322,"Clean and maintain equipment, using water hoses and scrapers.",Supplemental,80.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10343,"Clean workpieces, using wire brushes.",Supplemental,81.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10332,"Mix and test solutions, and turn valves to fill tanks with solutions.",Supplemental,83.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10340,"Replace worn parts and adjust equipment components, using hand tools.",Supplemental,83.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10333,Place plated or coated materials on racks and transfer them to ovens to dry for specified periods of time.,Supplemental,84.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10338,"Measure and set stops, rolls, brushes, and guides on automatic feeders and conveying equipment or coating machines, using micrometers, rules, and hand tools.",Supplemental,84.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10320,"Position containers to receive parts, and load or unload materials in containers, using dollies or handtrucks.",Supplemental,84.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10321,"Perform equipment maintenance, such as cleaning tanks and lubricating moving parts of conveyors.",Supplemental,83.0,07/2016,Incumbent
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",10339,Preheat workpieces in ovens.,Supplemental,83.0,07/2016,Incumbent
51-4194.00,"Tool Grinders, Filers, and Sharpeners",20926,Fit parts together in pre-assembly to ensure that dimensions are accurate.,Supplemental,70.0,07/2016,Incumbent
51-4194.00,"Tool Grinders, Filers, and Sharpeners",10364,"Attach workpieces to grinding machines and form specified sections and repair cracks, using welding or brazing equipment.",Supplemental,70.0,07/2016,Incumbent
51-4194.00,"Tool Grinders, Filers, and Sharpeners",10362,"Duplicate workpiece contours, using tracer attachments.",Supplemental,69.0,07/2016,Incumbent
51-4194.00,"Tool Grinders, Filers, and Sharpeners",10361,"Inspect dies to detect defects, assess wear, and verify specifications, using micrometers, steel gauge pins, and loupes.",Supplemental,71.0,07/2016,Incumbent
51-4194.00,"Tool Grinders, Filers, and Sharpeners",10365,Place workpieces in electroplating solutions or apply pigments to surfaces of workpieces to highlight ridges and grooves.,Supplemental,70.0,07/2016,Incumbent
51-4194.00,"Tool Grinders, Filers, and Sharpeners",10363,"Straighten workpieces and remove dents, using straightening presses and hammers.",Supplemental,70.0,07/2016,Incumbent
51-5111.00,Prepress Technicians and Workers,10407,"Operate presses to print proofs of plates, monitoring printing quality to ensure that it is adequate.",Supplemental,97.0,07/2016,Incumbent
51-5111.00,Prepress Technicians and Workers,10425,Select proper types of plates according to press run lengths.,Supplemental,95.0,07/2016,Incumbent
51-5111.00,Prepress Technicians and Workers,10412,"Examine finished plates to detect flaws, verify conformity with master plates, and measure dot sizes and centers, using light boxes and microscopes.",Supplemental,97.0,07/2016,Incumbent
51-5111.00,Prepress Technicians and Workers,10410,Examine unexposed photographic plates to detect flaws or foreign particles prior to printing.,Supplemental,97.0,07/2016,Incumbent
51-5111.00,Prepress Technicians and Workers,10406,Examine photographic images for obvious imperfections prior to plate making.,Supplemental,96.0,07/2016,Incumbent
51-5111.00,Prepress Technicians and Workers,10433,"Scale copy for reductions and enlargements, using proportion wheels.",Supplemental,95.0,07/2016,Incumbent
51-5111.00,Prepress Technicians and Workers,10427,"Analyze originals to evaluate color density, gradation highlights, middle tones, and shadows, using densitometers and knowledge of light and color.",Supplemental,96.0,07/2016,Incumbent
51-5111.00,Prepress Technicians and Workers,10428,"Set scanners to specific color densities, sizes, screen rulings, and exposure adjustments, using scanner keyboards or computers.",Supplemental,96.0,07/2016,Incumbent
51-5112.00,Printing Press Operators,19422,"Download or scan files to be printed, using printing production software.",Supplemental,63.0,08/2020,Incumbent
51-5112.00,Printing Press Operators,19416,"Adjust digital files to alter print elements, such as fonts, graphics, or color separations.",Supplemental,63.0,08/2020,Incumbent
51-5112.00,Printing Press Operators,19433,Direct or monitor work of press crews.,Supplemental,63.0,08/2020,Incumbent
51-5112.00,Printing Press Operators,19434,Download completed jobs to archive media so that questions can be answered or jobs replicated.,Supplemental,63.0,08/2020,Incumbent
51-5112.00,Printing Press Operators,19432,"Control workflow scheduling or job tracking, using computer database software.",Supplemental,63.0,08/2020,Incumbent
51-5112.00,Printing Press Operators,19438,"Set up or operate auxiliary equipment, such as cutting, folding, plate-making, drilling, or laminating machines.",Supplemental,63.0,08/2020,Incumbent
51-5113.00,Print Binding and Finishing Workers,19447,Insert book bodies in devices that form back edges of books into convex shapes and produce grooves that facilitate cover attachment.,Supplemental,78.0,07/2015,Incumbent
51-5113.00,Print Binding and Finishing Workers,19443,"Cut cover material to specified dimensions, fitting and gluing material to binder boards by hand or machine.",Supplemental,79.0,07/2015,Incumbent
51-5113.00,Print Binding and Finishing Workers,19442,"Cut binder boards to specified dimensions, using board shears, hand cutters, or cutting machines.",Supplemental,79.0,07/2015,Incumbent
51-5113.00,Print Binding and Finishing Workers,19440,"Bind new books, using hand tools such as bone folders, knives, hammers, or brass binding tools.",Supplemental,77.0,07/2015,Incumbent
51-5113.00,Print Binding and Finishing Workers,19451,"Perform highly skilled hand finishing binding operations, such as grooving or lettering.",Supplemental,78.0,07/2015,Incumbent
51-5113.00,Print Binding and Finishing Workers,19446,"Imprint or emboss lettering, designs, or numbers on book covers, using gold, silver, or colored foil, and stamping machines.",Supplemental,79.0,07/2015,Incumbent
51-5113.00,Print Binding and Finishing Workers,19441,"Compress sewed or glued signatures, using hand presses or smashing machines.",Supplemental,79.0,07/2015,Incumbent
51-5113.00,Print Binding and Finishing Workers,19449,"Meet with clients, printers, or designers to discuss job requirements or binding plans.",Supplemental,77.0,07/2015,Incumbent
51-5113.00,Print Binding and Finishing Workers,19445,Form book bodies by folding and sewing printed sheets to form signatures and assembling signatures in numerical order.,Supplemental,76.0,07/2015,Incumbent
51-5113.00,Print Binding and Finishing Workers,19444,Design original or special bindings for limited editions or other custom binding projects.,Supplemental,76.0,07/2015,Incumbent
51-5113.00,Print Binding and Finishing Workers,19452,"Punch holes in and fasten paper sheets, signatures, or other material, using hand or machine punches and staplers.",Supplemental,77.0,07/2015,Incumbent
51-5113.00,Print Binding and Finishing Workers,19454,"Repair, restore, or rebind old, rare, or damaged books, using hand tools.",Supplemental,77.0,07/2015,Incumbent
51-6011.00,Laundry and Dry-Cleaning Workers,12136,Apply bleaching powders to spots and spray them with steam to remove stains from fabrics that do not respond to other cleaning solvents.,Supplemental,80.0,07/2015,Incumbent
51-6011.00,Laundry and Dry-Cleaning Workers,12127,"Determine spotting procedures and proper solvents, based on fabric and stain types.",Supplemental,81.0,07/2015,Incumbent
51-6011.00,Laundry and Dry-Cleaning Workers,12128,"Spray steam, water, or air over spots to flush out chemicals, dry material, raise naps, or brighten colors.",Supplemental,81.0,07/2015,Incumbent
51-6011.00,Laundry and Dry-Cleaning Workers,12131,"Pre-soak, sterilize, scrub, spot-clean, and dry contaminated or stained articles, using neutralizer solutions and portable machines.",Supplemental,80.0,07/2015,Incumbent
51-6011.00,Laundry and Dry-Cleaning Workers,12137,"Mix bleaching agents with hot water in vats, and soak material until it is bleached.",Supplemental,79.0,07/2015,Incumbent
51-6011.00,Laundry and Dry-Cleaning Workers,12122,"Mix and add detergents, dyes, bleaches, starches, and other solutions and chemicals to clean, color, dry, or stiffen articles.",Supplemental,78.0,07/2015,Incumbent
51-6011.00,Laundry and Dry-Cleaning Workers,12135,"Sprinkle chemical solvents over stains, and pat areas with brushes or sponges to remove stains.",Supplemental,80.0,07/2015,Incumbent
